from,to
lincSTXBP5,PDPR
lincSTXBP5,CDC42SE1
lincSTXBP5,FNIP2
lincSTXBP5,DGAT2
lincSTXBP5,TMEM161B-AS1
lincSTXBP5,GNPTG
lincSTXBP5,CAPN5
lincSTXBP5,PDGFC
lincSTXBP5,EXOG
lincSTXBP5,PSMC3
lincSTXBP5,VEPH1
lincSTXBP5,DACT3
lincSTXBP5,DHX9
lincSTXBP5,TMEM35B
lincSTXBP5,ABCB4
lincSTXBP5,THBS1
lincSTXBP5,OLFM1
lincSTXBP5,MARK4
lincSTXBP5,MAP1LC3A
lincSTXBP5,CYP20A1
lincSTXBP5,CLTC
lincSTXBP5,NATD1
lincSTXBP5,RAB11B-AS1
lincSTXBP5,RGS4
lincSTXBP5,RBM41
lincSTXBP5,DEPTOR
lincSTXBP5,ODF3B
lincSTXBP5,TRMT13
lincSTXBP5,NFATC2IP
lincSTXBP5,MAP1S
lincSTXBP5,ACER3
lincSTXBP5,KPNA6
lincSTXBP5,SLF2
lincSTXBP5,HSPB2
lincSTXBP5,PIAS1
lincSTXBP5,KBTBD6
lincSTXBP5,CCDC189
lincSTXBP5,BCL7B
lincSTXBP5,TRPT1
lincSTXBP5,IL33
lincSTXBP5,GABRE
lincSTXBP5,LIMK1
lincSTXBP5,TOPORS
lincSTXBP5,BMF
lincSTXBP5,CHML
lincSTXBP5,GTF2A2
lincSTXBP5,IL13RA2
lincSTXBP5,EIF6
lincSTXBP5,LRP4
lincSTXBP5,HTRA1
lincSTXBP5,TACC1
lincSTXBP5,TWIST1
lincSTXBP5,SGPL1
lincSTXBP5,LINC00339
lincSTXBP5,BIVM
lincSTXBP5,NCEH1
lincSTXBP5,MAMDC2
lincSTXBP5,LOC401052
lincSTXBP5,SLC9A3-AS1
lincSTXBP5,IDH3A
lincSTXBP5,MED21
lincSTXBP5,PRG2
lincSTXBP5,PLPP4
lincSTXBP5,HNRNPL
lincSTXBP5,IDUA
lincSTXBP5,ULK1
lincSTXBP5,PRPF4B
lincSTXBP5,ARFGAP2
lincSTXBP5,PA2G4
lincSTXBP5,ARL2BP
lincSTXBP5,INIP
lincSTXBP5,MARS2
lincSTXBP5,CTSH
lincSTXBP5,DARS
lincSTXBP5,PIGC
lincSTXBP5,RNF130
lincSTXBP5,FAM217B
lincSTXBP5,L3MBTL2
lincSTXBP5,MAGT1
lincSTXBP5,MFSD8
lincSTXBP5,AGRN
lincSTXBP5,LINC00520
lincSTXBP5,SHANK3
lincSTXBP5,MXRA7
lincSTXBP5,GYG1
lincSTXBP5,KIF5B
lincSTXBP5,PHF1
lincSTXBP5,TCEA3
lincSTXBP5,USP14
lincSTXBP5,STIP1
lincSTXBP5,COPE
lincSTXBP5,TNFRSF21
lincSTXBP5,CERCAM
lincSTXBP5,MFN1
lincSTXBP5,ADPRM
lincSTXBP5,ZNF398
lincSTXBP5,CHID1
lincSTXBP5,MAPKAP1
lincSTXBP5,OCEL1
lincSTXBP5,SRD5A3
lincSTXBP5,RUBCNL
lincSTXBP5,FRMD6-AS1
lincSTXBP5,METRNL
lincSTXBP5,SERHL2
lincSTXBP5,LRRC32
lincSTXBP5,GCLM
lincSTXBP5,RALB
lincSTXBP5,TMEM189
lincSTXBP5,STPG3-AS1
lincSTXBP5,SUCLA2
lincSTXBP5,SERPINI1
lincSTXBP5,POLR2E
lincSTXBP5,SGK1
lincSTXBP5,TNS1
lincSTXBP5,ROCK2
lincSTXBP5,SEMA3A
lincSTXBP5,RBM34
lincSTXBP5,FAM126A
lincSTXBP5,SELENOM
lincSTXBP5,FLJ30064
lincSTXBP5,GTF2H1
lincSTXBP5,GCA
lincSTXBP5,ZNF610
lincSTXBP5,APC
lincSTXBP5,BMP4
lincSTXBP5,GTF2I
lincSTXBP5,MXI1
lincSTXBP5,NUP98
lincSTXBP5,RABEP1
lincSTXBP5,AQR
lincSTXBP5,MPHOSPH9
lincSTXBP5,LYPD3
lincSTXBP5,EGFL7
lincSTXBP5,RBM23
lincSTXBP5,DOCK10
lincSTXBP5,INTS9
lincSTXBP5,CAND1
lincSTXBP5,RHOU
lincSTXBP5,FASTKD5
lincSTXBP5,TRIM8
lincSTXBP5,GPAT3
lincSTXBP5,SLC25A46
lincSTXBP5,SYCE1L
lincSTXBP5,NPBWR1
lincSTXBP5,MBTPS2
lincSTXBP5,FAM228B
lincSTXBP5,HIST1H2BD
lincSTXBP5,MDK
lincSTXBP5,NMB
lincSTXBP5,LRRC8E
lincSTXBP5,LINC02381
lincSTXBP5,BCL2L1
lincSTXBP5,SOCS2
lincSTXBP5,CXCL14
lincSTXBP5,UBAP2L
lincSTXBP5,UEVLD
lincSTXBP5,C15orf48
lincSTXBP5,HAND2
lincSTXBP5,PCDHB2
lincSTXBP5,SPOCK1
lincSTXBP5,CLIC4
lincSTXBP5,TCIM
lincSTXBP5,ARL6
lincSTXBP5,KY
lincSTXBP5,ODF2
lincSTXBP5,NEK6
lincSTXBP5,SACS
lincSTXBP5,AKAP8L
lincSTXBP5,ARL14
lincSTXBP5,IMMP2L
lincSTXBP5,RARS
lincSTXBP5,ST6GALNAC5
lincSTXBP5,GABARAPL1
lincSTXBP5,CASP3
lincSTXBP5,GPT
lincSTXBP5,MMP14
lincSTXBP5,PLOD1
lincSTXBP5,DCAF13
lincSTXBP5,SNED1
lincSTXBP5,CCDC186
lincSTXBP5,TRMT2B
lincSTXBP5,ATG4C
lincSTXBP5,TSPYL5
lincSTXBP5,FLG-AS1
lincSTXBP5,SAT1
lincSTXBP5,CNKSR3
lincSTXBP5,NCBP1
lincSTXBP5,TRPV2
lincSTXBP5,SUCO
lincSTXBP5,SDC1
lincSTXBP5,TRAM2
lincSTXBP5,EXOC5
lincSTXBP5,ATF5
lincSTXBP5,PLXND1
lincSTXBP5,PSME4
lincSTXBP5,RAB12
lincSTXBP5,PLD2
lincSTXBP5,FNBP1L
lincSTXBP5,DYNLRB2
lincSTXBP5,SPPL2A
lincSTXBP5,ARL5B
lincSTXBP5,PFKFB4
lincSTXBP5,TPRA1
lincSTXBP5,FAAH2
lincSTXBP5,DYNC1I1
lincSTXBP5,SCN2A
lincSTXBP5,OXCT1
lincSTXBP5,KIAA0100
lincSTXBP5,MYO5A
lincSTXBP5,ZNF155
lincSTXBP5,RETREG3
lincSTXBP5,CDKN1C
lincSTXBP5,TAF15
lincSTXBP5,PRKAR2B
lincSTXBP5,UST
lincSTXBP5,PHLPP2
lincSTXBP5,EVA1C
lincSTXBP5,GUF1
lincSTXBP5,ZC3H12D
lincSTXBP5,SYNGR1
lincSTXBP5,IPO11
lincSTXBP5,SCARB2
lincSTXBP5,ETFB
lincSTXBP5,GRB10
lincSTXBP5,COIL
lincSTXBP5,HIST1H2BE
lincSTXBP5,LIN52
lincSTXBP5,NISCH
lincSTXBP5,SLC40A1
lincSTXBP5,ECHDC1
lincSTXBP5,HSPA1L
lincSTXBP5,CTBP1
lincSTXBP5,MRPL30
lincSTXBP5,PIGP
lincSTXBP5,RCAN1
lincSTXBP5,SSR4
lincSTXBP5,KIAA1755
lincSTXBP5,FBXL16
lincSTXBP5,ZNF587B
lincSTXBP5,ZNF271P
lincSTXBP5,FAM171B
lincSTXBP5,ZFPM2
lincSTXBP5,CMTR2
lincSTXBP5,TFRC
lincSTXBP5,TGFB1
lincSTXBP5,UBA5
lincSTXBP5,SCARB1
lincSTXBP5,ATP8B1
lincSTXBP5,LCOR
lincSTXBP5,TYMP
lincSTXBP5,DNAL4
lincSTXBP5,DHX57
lincSTXBP5,NIN
lincSTXBP5,AHNAK2
lincSTXBP5,C5orf51
lincSTXBP5,ALAS1
lincSTXBP5,NOP2
lincSTXBP5,LINC00973
lincSTXBP5,MPDU1
lincSTXBP5,RETREG2
lincSTXBP5,PRICKLE2
lincSTXBP5,EIF4G2
lincSTXBP5,DPP7
lincSTXBP5,COL7A1
lincSTXBP5,PGLS
lincSTXBP5,ITGA4
lincSTXBP5,PTK7
lincSTXBP5,RAB5C
lincSTXBP5,PCGF2
lincSTXBP5,DDX23
lincSTXBP5,PTPRU
lincSTXBP5,CCDC102A
lincSTXBP5,LOC100507547
lincSTXBP5,BAZ1A
lincSTXBP5,ZNF605
lincSTXBP5,UQCC1
lincSTXBP5,PCDHB5
lincSTXBP5,RRAGD
lincSTXBP5,LINC01006
lincSTXBP5,HIST1H2AE
lincSTXBP5,DELE1
lincSTXBP5,ARSJ
lincSTXBP5,SYT11
lincSTXBP5,FBXO45
lincSTXBP5,TLE2
lincSTXBP5,DANCR
lincSTXBP5,LRRC75B
lincSTXBP5,TRAPPC6B
lincSTXBP5,SEC24C
lincSTXBP5,PRMT6
lincSTXBP5,TTC26
lincSTXBP5,FBXO33
lincSTXBP5,VASN
lincSTXBP5,SURF4
lincSTXBP5,GPD2
lincSTXBP5,MAN2A1
lincSTXBP5,TRIP12
lincSTXBP5,RPP25L
lincSTXBP5,GNPDA1
lincSTXBP5,FOXO1
lincSTXBP5,MMP19
lincSTXBP5,RNF128
lincSTXBP5,ADGRA2
lincSTXBP5,PCK2
lincSTXBP5,CPZ
lincSTXBP5,DPYSL4
lincSTXBP5,HEG1
lincSTXBP5,GRAMD1A
lincSTXBP5,DCTN5
lincSTXBP5,TMTC2
lincSTXBP5,EPB41L2
lincSTXBP5,CEPT1
lincSTXBP5,ARHGEF40
lincSTXBP5,ATP6V1C1
lincSTXBP5,AP3B1
lincSTXBP5,KCTD10
lincSTXBP5,INAFM1
lincSTXBP5,EXTL3
lincSTXBP5,PRKDC
lincSTXBP5,B3GALNT1
lincSTXBP5,RNF187
lincSTXBP5,SGMS2
lincSTXBP5,SBSN
lincSTXBP5,SAR1B
lincSTXBP5,ZNF862
lincSTXBP5,TOX
lincSTXBP5,ZNF7
lincSTXBP5,USP5
lincSTXBP5,B3GNT2
lincSTXBP5,L2HGDH
lincSTXBP5,SEC13
lincSTXBP5,LRMDA
lincSTXBP5,R3HDM1
lincSTXBP5,ABCF1
lincSTXBP5,ATR
lincSTXBP5,IPO5
lincSTXBP5,PF4V1
lincSTXBP5,UBE3C
lincSTXBP5,HIPK3
lincSTXBP5,LATS2
lincSTXBP5,ATP8B2
lincSTXBP5,PLBD2
lincSTXBP5,FAM102B
lincSTXBP5,LOC100505501
lincSTXBP5,PQBP1
lincSTXBP5,CTDSP1
lincSTXBP5,MIDN
lincSTXBP5,MYL12B
lincSTXBP5,INSYN1
lincSTXBP5,ECH1
lincSTXBP5,VEGFB
lincSTXBP5,STK19
lincSTXBP5,EIF1AY
lincSTXBP5,EFEMP2
lincSTXBP5,GPRC5C
lincSTXBP5,SPTY2D1
lincSTXBP5,ZNF252P
lincSTXBP5,KANSL1-AS1
lincSTXBP5,NFE2L3
lincSTXBP5,ACTR3
lincSTXBP5,RBM12
lincSTXBP5,PRELID3B
lincSTXBP5,PELI3
lincSTXBP5,TUSC1
lincSTXBP5,MTHFD2
lincSTXBP5,GUCD1
lincSTXBP5,LONRF1
lincSTXBP5,HLX
lincSTXBP5,HOXC11
lincSTXBP5,DDX39A
lincSTXBP5,NXF1
lincSTXBP5,DRAM2
lincSTXBP5,EPB41L4A-AS1
lincSTXBP5,C14orf28
lincSTXBP5,STK32B
lincSTXBP5,ENPP5
lincSTXBP5,C11orf1
lincSTXBP5,PPP1R15B
lincSTXBP5,CAB39L
lincSTXBP5,DR1
lincSTXBP5,B4GALT1
lincSTXBP5,CUL1
lincSTXBP5,TSR1
lincSTXBP5,NAA50
lincSTXBP5,NEGR1
lincSTXBP5,ARHGDIB
lincSTXBP5,CFD
lincSTXBP5,IMPA2
lincSTXBP5,MYO1E
lincSTXBP5,44806
lincSTXBP5,PAFAH1B1
lincSTXBP5,PNN
lincSTXBP5,UGDH
lincSTXBP5,ZBTB25
lincSTXBP5,SHOC2
lincSTXBP5,FZD6
lincSTXBP5,NME5
lincSTXBP5,VAMP3
lincSTXBP5,ASCC3
lincSTXBP5,SPACA9
lincSTXBP5,NCBP2
lincSTXBP5,NENF
lincSTXBP5,LIMA1
lincSTXBP5,MINDY2
lincSTXBP5,DPP8
lincSTXBP5,SEMA4C
lincSTXBP5,HDAC8
lincSTXBP5,C12orf4
lincSTXBP5,PDP2
lincSTXBP5,GCC1
lincSTXBP5,MFSD14B
lincSTXBP5,C19orf18
lincSTXBP5,FAM84A
lincSTXBP5,ZNF721
lincSTXBP5,ZNF627
lincSTXBP5,C6orf52
lincSTXBP5,GALNT18
lincSTXBP5,TPT1-AS1
lincSTXBP5,HNRNPM
lincSTXBP5,POP4
lincSTXBP5,ZNF350
lincSTXBP5,PTGIS
lincSTXBP5,HIST1H1C
lincSTXBP5,MVP
lincSTXBP5,EDNRA
lincSTXBP5,CENPI
lincSTXBP5,GSTM5
lincSTXBP5,PLCG1
lincSTXBP5,SLC27A3
lincSTXBP5,CDIP1
lincSTXBP5,YTHDF2
lincSTXBP5,SIRT7
lincSTXBP5,ZBTB2
lincSTXBP5,MRPL38
lincSTXBP5,SHISA4
lincSTXBP5,NPHP4
lincSTXBP5,PDK4
lincSTXBP5,EIF5A
lincSTXBP5,M6PR
lincSTXBP5,NME3
lincSTXBP5,ARPP19
lincSTXBP5,ARFGEF2
lincSTXBP5,APOBEC3C
lincSTXBP5,PARP6
lincSTXBP5,CDC42SE2
lincSTXBP5,XYLT2
lincSTXBP5,FAR1
lincSTXBP5,LRRC8C
lincSTXBP5,ZNF57
lincSTXBP5,OTOS
lincSTXBP5,ZNHIT1
lincSTXBP5,PDIA5
lincSTXBP5,PLEKHM2
lincSTXBP5,CALHM2
lincSTXBP5,ANLN
lincSTXBP5,SLC25A36
lincSTXBP5,IRX2
lincSTXBP5,ETS2
lincSTXBP5,IRAK4
lincSTXBP5,GINS4
lincSTXBP5,MAP4
lincSTXBP5,LOC100287576
lincSTXBP5,CLCN5
lincSTXBP5,LAMTOR3
lincSTXBP5,LOC100270804
lincSTXBP5,TAC3
lincSTXBP5,DDX1
lincSTXBP5,PYY
lincSTXBP5,CPQ
lincSTXBP5,CYCS
lincSTXBP5,SH3BGR
lincSTXBP5,SNAP23
lincSTXBP5,TMX2
lincSTXBP5,SNRK
lincSTXBP5,MAX
lincSTXBP5,MID1IP1
lincSTXBP5,SGPP1
lincSTXBP5,USP32
lincSTXBP5,TUBGCP2
lincSTXBP5,LUC7L
lincSTXBP5,ZSCAN18
lincSTXBP5,NOA1
lincSTXBP5,VBP1
lincSTXBP5,SWAP70
lincSTXBP5,ZNF766
lincSTXBP5,C3orf38
lincSTXBP5,ECM1
lincSTXBP5,PTPRG
lincSTXBP5,RIN1
lincSTXBP5,TXNIP
lincSTXBP5,MAP4K5
lincSTXBP5,BAMBI
lincSTXBP5,PIGT
lincSTXBP5,FITM2
lincSTXBP5,LINC01898
lincSTXBP5,KLF11
lincSTXBP5,XRCC5
lincSTXBP5,PLPBP
lincSTXBP5,LOC100049716
lincSTXBP5,COL12A1
lincSTXBP5,RALGDS
lincSTXBP5,GAS7
lincSTXBP5,PCDHB7
lincSTXBP5,SLC38A11
lincSTXBP5,PDCD4
lincSTXBP5,MACROD1
lincSTXBP5,TMEM74B
lincSTXBP5,MAN1C1
lincSTXBP5,FAM89A
lincSTXBP5,WAPL
lincSTXBP5,DPH5
lincSTXBP5,MYL6
lincSTXBP5,DAAM1
lincSTXBP5,SMAP1
lincSTXBP5,CSTA
lincSTXBP5,IFI30
lincSTXBP5,TMEM42
lincSTXBP5,TTC1
lincSTXBP5,RNF141
lincSTXBP5,PIPOX
lincSTXBP5,ALKBH5
lincSTXBP5,KPNA1
lincSTXBP5,GEN1
lincSTXBP5,TBX3
lincSTXBP5,C4orf47
lincSTXBP5,CD55
lincSTXBP5,RRS1
lincSTXBP5,IFI6
lincSTXBP5,STK11
lincSTXBP5,MMP10
lincSTXBP5,SCN5A
lincSTXBP5,PSMD1
lincSTXBP5,FHOD3
lincSTXBP5,FH
lincSTXBP5,NPDC1
lincSTXBP5,RIN3
lincSTXBP5,RAB40B
lincSTXBP5,FAM149A
lincSTXBP5,KIF14
lincSTXBP5,POLA1
lincSTXBP5,MEX3B
lincSTXBP5,TWIST2
lincSTXBP5,SNHG16
lincSTXBP5,WEE1
lincSTXBP5,STXBP5
lincSTXBP5,CNTN3
lincSTXBP5,PPP2R5D
lincSTXBP5,PURA
lincSTXBP5,CYTL1
lincSTXBP5,C17orf100
lincSTXBP5,NOLC1
lincSTXBP5,COG7
lincSTXBP5,HNMT
lincSTXBP5,FAM192A
lincSTXBP5,ZCCHC14
lincSTXBP5,LSM7
lincSTXBP5,ZNF536
lincSTXBP5,ADI1
lincSTXBP5,C7orf13
lincSTXBP5,R3HDM2
"	lincTNS1",RPS4Y1
"	lincTNS1",DDX3Y
"	lincTNS1",EIF1AY
"	lincTNS1",ERAP2
"	lincTNS1",RSAD2
"	lincTNS1",CMPK2
"	lincTNS1",USP9Y
"	lincTNS1",ZFPM2
"	lincTNS1",ZNF880
"	lincTNS1",PSEN2
"	lincTNS1",NLRC5
"	lincTNS1",CCDC30
"	lincTNS1",SAMHD1
"	lincTNS1",PNPLA3
"	lincTNS1",ALDH1A3
"	lincTNS1",SP110
"	lincTNS1",KDM5D
"	lincTNS1",IL24
"	lincTNS1",TXLNGY
"	lincTNS1",MAMDC2
"	lincTNS1",NOV
"	lincTNS1",IL12A
"	lincTNS1",SAMD9
"	lincTNS1",HOPX
"	lincTNS1",ETS2
"	lincTNS1",OAS2
"	lincTNS1",MYOZ2
"	lincTNS1",MME
"	lincTNS1",SCUBE2
"	lincTNS1",SQOR
"	lincTNS1",MCTP1
"	lincTNS1",LINC00960
"	lincTNS1",ZFY
"	lincTNS1",CBLN2
"	lincTNS1",LOC374443
"	lincTNS1",FCMR
"	lincTNS1",SLC25A43
"	lincTNS1",BST2
"	lincTNS1",LOC403323
"	lincTNS1",LINC00520
"	lincTNS1",FABP4
"	lincTNS1",OASL
"	lincTNS1",TRIM14
"	lincTNS1",VCAN
"	lincTNS1",NPL
"	lincTNS1",CYP3A5
"	lincTNS1",GMPR
"	lincTNS1",ITGB3
"	lincTNS1",THEMIS2
"	lincTNS1",CLEC2B
"	lincTNS1",MDFIC
"	lincTNS1",HERC6
"	lincTNS1",ENPP4
"	lincTNS1",HES4
"	lincTNS1",KCNJ15
"	lincTNS1",MEIS1
"	lincTNS1",OAS1
"	lincTNS1",OAS3
"	lincTNS1",EIF2AK2
"	lincTNS1",DDX58
"	lincTNS1",GSAP
"	lincTNS1",BEX4
"	lincTNS1",ATL1
"	lincTNS1",SCIN
"	lincTNS1",XIST
"	lincTNS1",ITGB3BP
"	lincTNS1",USP10
"	lincTNS1",PRKCD
"	lincTNS1",C1GALT1
"	lincTNS1",CCDC93
"	lincTNS1",ZCCHC2
"	lincTNS1",NCRNA00185
"	lincTNS1",SLC25A13
"	lincTNS1",ZBTB43
"	lincTNS1",PARP9
"	lincTNS1",MROH1
"	lincTNS1",LOC728392
"	lincTNS1",CRYZ
"	lincTNS1",CACHD1
"	lincTNS1",ERC1
"	lincTNS1",IER5L
"	lincTNS1",IDI1
"	lincTNS1",GK
"	lincTNS1",MANEA
"	lincTNS1",C17orf97
"	lincTNS1",RAD50
"	lincTNS1",NLGN4Y
"	lincTNS1",USP53
"	lincTNS1",ANKRD29
"	lincTNS1",ATP6V1C1
"	lincTNS1",IRF7
"	lincTNS1",RABEP1
"	lincTNS1",GPNMB
"	lincTNS1",LAP3
"	lincTNS1",SP140L
"	lincTNS1",DIRC3
"	lincTNS1",FADS3
"	lincTNS1",FOLR3
"	lincTNS1",MVD
"	lincTNS1",SIRT7
"	lincTNS1",EXD2
"	lincTNS1",STX3
"	lincTNS1",ITGBL1
"	lincTNS1",P2RX4
"	lincTNS1",PTOV1
"	lincTNS1",CTSK
"	lincTNS1",MEST
"	lincTNS1",S100A4
"	lincTNS1",PDIA4
"	lincTNS1",ISG15
"	lincTNS1",PDE4DIP
"	lincTNS1",RAP1GAP2
"	lincTNS1",FBXO6
"	lincTNS1",AP1AR
"	lincTNS1",DANCR
"	lincTNS1",LRRC2
"	lincTNS1",FAM167A
"	lincTNS1",CD109
"	lincTNS1",B3GALNT1
"	lincTNS1",DDX60L
"	lincTNS1",TUSC1
"	lincTNS1",LINC01116
"	lincTNS1",SYNC
"	lincTNS1",RAC2
"	lincTNS1",FOXQ1
"	lincTNS1",BEX1
"	lincTNS1",PROSER2
"	lincTNS1",UQCC1
"	lincTNS1",FDFT1
"	lincTNS1",NEU1
"	lincTNS1",MIGA1
"	lincTNS1",SLC31A2
"	lincTNS1",PDGFRA
"	lincTNS1",TUBA4A
"	lincTNS1",PLXND1
"	lincTNS1",CHURC1
"	lincTNS1",SP140
"	lincTNS1",BCL2A1
"	lincTNS1",TBC1D2
"	lincTNS1",DNAJB4
"	lincTNS1",ABHD12
"	lincTNS1",ABHD6
"	lincTNS1",MARCKSL1
"	lincTNS1",ABHD5
"	lincTNS1",SLC22A4
"	lincTNS1",SLFN5
"	lincTNS1",TMEM154
"	lincTNS1",LINC00968
"	lincTNS1",ANXA10
"	lincTNS1",NSDHL
"	lincTNS1",HERC5
"	lincTNS1",SHROOM2
"	lincTNS1",DISP1
"	lincTNS1",RANBP2
"	lincTNS1",HABP4
"	lincTNS1",INSIG2
"	lincTNS1",KLF5
"	lincTNS1",ATP6V1B2
"	lincTNS1",SCG5
"	lincTNS1",LAMA1
"	lincTNS1",FNIP2
"	lincTNS1",ARHGAP12
"	lincTNS1",TRIM25
"	lincTNS1",NAPA
"	lincTNS1",PCGF5
"	lincTNS1",SDC3
"	lincTNS1",ENDOD1
"	lincTNS1",PRRX2
"	lincTNS1",DAB2
"	lincTNS1",SLC16A6
"	lincTNS1",SSX2IP
"	lincTNS1",ZC3H12C
"	lincTNS1",RNMT
"	lincTNS1",DNAJB14
"	lincTNS1",OCIAD2
"	lincTNS1",IFI44L
"	lincTNS1",PTGDS
"	lincTNS1",SLC35F5
"	lincTNS1",RGS17
"	lincTNS1",ID2
"	lincTNS1",SRGN
"	lincTNS1",PIP4K2C
"	lincTNS1",SAMD9L
"	lincTNS1",LINC01588
"	lincTNS1",CTNS
"	lincTNS1",ITPR3
"	lincTNS1",JARID2
"	lincTNS1",MSMO1
"	lincTNS1",TNFRSF10D
"	lincTNS1",CITED2
"	lincTNS1",TMSB15B
"	lincTNS1",LINC02381
"	lincTNS1",LOC100996419
"	lincTNS1",SLC4A7
"	lincTNS1",NT5DC2
"	lincTNS1",DSG2
"	lincTNS1",PCYT1A
"	lincTNS1",TTTY15
"	lincTNS1",YTHDF3
"	lincTNS1",FKBP1A
"	lincTNS1",NAP1L1
"	lincTNS1",OCRL
"	lincTNS1",PTPRR
"	lincTNS1",TNFRSF10A
"	lincTNS1",LINC01963
"	lincTNS1",CTSL
"	lincTNS1",JADE3
"	lincTNS1",RRP12
"	lincTNS1",GOLGA7
"	lincTNS1",DCXR
"	lincTNS1",TMEM140
"	lincTNS1",CMAS
"	lincTNS1",MRS2
"	lincTNS1",TMEM47
"	lincTNS1",ZNF600
"	lincTNS1",P3H1
"	lincTNS1",RHOB
"	lincTNS1",ISG20
"	lincTNS1",PCNA
"	lincTNS1",PGM5
"	lincTNS1",UGCG
"	lincTNS1",HIST2H2BE
"	lincTNS1",LY96
"	lincTNS1",SLC43A3
"	lincTNS1",ADA2
"	lincTNS1",MFN1
"	lincTNS1",SLC35G2
"	lincTNS1",ZNF622
"	lincTNS1",ADCK2
"	lincTNS1",PPM1K
"	lincTNS1",HERC4
"	lincTNS1",ADO
"	lincTNS1",FADS1
"	lincTNS1",SCD5
"	lincTNS1",PLAC9
"	lincTNS1",ADCY7
"	lincTNS1",CAMK2D
"	lincTNS1",SGPL1
"	lincTNS1",TMEM161B
"	lincTNS1",CNTN3
"	lincTNS1",CAB39L
"	lincTNS1",CARS2
"	lincTNS1",MLKL
"	lincTNS1",THAP9-AS1
"	lincTNS1",ABCB6
"	lincTNS1",ACTRT3
"	lincTNS1",ZFP36L2
"	lincTNS1",NPC1
"	lincTNS1",RPL27A
"	lincTNS1",IFI27
"	lincTNS1",B3GNT2
"	lincTNS1",COL1A1
"	lincTNS1",MFSD8
"	lincTNS1",VPS26A
"	lincTNS1",ARL8B
"	lincTNS1",BMP2
"	lincTNS1",SERPIND1
"	lincTNS1",TBX5
"	lincTNS1",SLC7A2
"	lincTNS1",VDR
"	lincTNS1",MOGAT2
"	lincTNS1",POLK
"	lincTNS1",SERPINE2
"	lincTNS1",ATP6V1H
"	lincTNS1",A2M
"	lincTNS1",PCDHB7
"	lincTNS1",INSIG1
"	lincTNS1",FZD7
"	lincTNS1",USP44
"	lincTNS1",LYPD1
"	lincTNS1",ASB5
"	lincTNS1",ANXA3
"	lincTNS1",CDO1
"	lincTNS1",HOXC6
"	lincTNS1",GDF15
"	lincTNS1",AKR1B10
"	lincTNS1",PARP12
"	lincTNS1",TMEM192
"	lincTNS1",GAPLINC
"	lincTNS1",ELMO2
"	lincTNS1",ARMCX5
"	lincTNS1",LOC90784
"	lincTNS1",SULF1
"	lincTNS1",MEX3D
"	lincTNS1",FERMT1
"	lincTNS1",MX1
"	lincTNS1",SLC16A4
"	lincTNS1",IFI35
"	lincTNS1",ENOSF1
"	lincTNS1",CXCL11
"	lincTNS1",FMR1
"	lincTNS1",IFI44
"	lincTNS1",WDR47
"	lincTNS1",SLC38A7
"	lincTNS1",RRAGD
"	lincTNS1",IL21R
"	lincTNS1",KCTD4
"	lincTNS1",DYRK3
"	lincTNS1",SYTL3
"	lincTNS1",MTHFD2L
"	lincTNS1",ANTXR1
"	lincTNS1",ADGRA3
"	lincTNS1",ELF2
"	lincTNS1",DCAF4
"	lincTNS1",FAM210A
"	lincTNS1",GCNT2
"	lincTNS1",AMPD3
"	lincTNS1",ANKFY1
"	lincTNS1",HIST1H4C
"	lincTNS1",AKAP8L
"	lincTNS1",LINC01094
"	lincTNS1",RCAN1
"	lincTNS1",GALE
"	lincTNS1",TUBB2A
"	lincTNS1",CAPN7
"	lincTNS1",VAC14
"	lincTNS1",OGFRL1
"	lincTNS1",SLC35F3
"	lincTNS1",THAP6
"	lincTNS1",GAA
"	lincTNS1",RALA
"	lincTNS1",RRAGC
"	lincTNS1",EFNA4
"	lincTNS1",BACE2
"	lincTNS1",TCEAL1
"	lincTNS1",HIST1H2BG
"	lincTNS1",CARD6
"	lincTNS1",EREG
"	lincTNS1",RPL28
"	lincTNS1",SLC22A5
"	lincTNS1",GBF1
"	lincTNS1",LPIN1
"	lincTNS1",TES
"	lincTNS1",ADAMTS2
"	lincTNS1",LINC00973
"	lincTNS1",TRAF5
"	lincTNS1",ADGRA2
"	lincTNS1",DAGLB
"	lincTNS1",ARHGAP25
"	lincTNS1",POLR3C
"	lincTNS1",ASB2
"	lincTNS1",FAM171A1
"	lincTNS1",COL4A3BP
"	lincTNS1",CCDC159
"	lincTNS1",POU2F2
"	lincTNS1",FGL2
"	lincTNS1",CLIC4
"	lincTNS1",COLEC12
"	lincTNS1",CKMT2
"	lincTNS1",HMGCR
"	lincTNS1",MFAP2
"	lincTNS1",PRELID3B
"	lincTNS1",APC
"	lincTNS1",MRPS31
"	lincTNS1",HECW2
"	lincTNS1",CCNB1IP1
"	lincTNS1",DNER
"	lincTNS1",PTGER2
"	lincTNS1",SLC12A4
"	lincTNS1",DDIT4L
"	lincTNS1",PYROXD1
"	lincTNS1",PDP1
"	lincTNS1",BCL2L1
"	lincTNS1",KLC1
"	lincTNS1",TAF10
"	lincTNS1",LGR4
"	lincTNS1",TTC32
"	lincTNS1",TDRD7
"	lincTNS1",STRIP2
"	lincTNS1",PAX8-AS1
"	lincTNS1",MYO1E
"	lincTNS1",STC1
"	lincTNS1",CLDN1
"	lincTNS1",PAQR5
"	lincTNS1",BAG6
"	lincTNS1",OGA
